sitemap_url,final_url,status,canonical,title,h1_count,template_family,local_path
https://www.lowenperio.com/p/Periodontist-Tigard-OR-Osseous-Flap-Surgery-p4952.asp,https://www.lowenperio.com/p/Periodontist-Tigard-OR-Osseous-Flap-Surgery-p4952.asp,200,https://lowenperio.com/p/Periodontist-Tigard-OR-Osseous-Flap-Surgery-p4952.asp,Osseous Flap Surgery - Periodontist Tigard OR - Lowen Perio,2,service-detail,capture/html/www.lowenperio.com_p_Periodontist-Tigard-OR-Osseous-Flap-Surgery-p4952.asp.html
https://www.lowenperio.com/p/Periodontist-Tigard-OR-Our-Services-p2302.asp,https://www.lowenperio.com/p/Periodontist-Tigard-OR-Our-Services-p2302.asp,200,https://lowenperio.com/p/Periodontist-Tigard-OR-Our-Services-p2302.asp,Our Services - Periodontist Tigard OR - Lowen Perio,2,service-detail,capture/html/www.lowenperio.com_p_Periodontist-Tigard-OR-Our-Services-p2302.asp.html
https://www.lowenperio.com/p/Periodontist-Tigard-OR-Patient-Forms-p2297.asp,https://www.lowenperio.com/p/Periodontist-Tigard-OR-Patient-Forms-p2297.asp,200,https://lowenperio.com/p/Periodontist-Tigard-OR-Patient-Forms-p2297.asp,Patient Forms - Periodontist Tigard OR - Lowen Perio,2,conversion,capture/html/www.lowenperio.com_p_Periodontist-Tigard-OR-Patient-Forms-p2297.asp.html
https://www.lowenperio.com/p/Periodontist-Tigard-OR-Patient-Referral-Form-p2320.asp,https://www.lowenperio.com/p/Periodontist-Tigard-OR-Patient-Referral-Form-p2320.asp,200,https://lowenperio.com/p/Periodontist-Tigard-OR-Patient-Referral-Form-p2320.asp,Patient Referral Form - Periodontist Tigard OR - Lowen Perio,2,service-detail,capture/html/www.lowenperio.com_p_Periodontist-Tigard-OR-Patient-Referral-Form-p2320.asp.html
https://www.lowenperio.com/p/Periodontist-Tigard-OR-Patients-p4958.asp,https://www.lowenperio.com/p/Periodontist-Tigard-OR-Patients-p4958.asp,200,https://lowenperio.com/p/Periodontist-Tigard-OR-Patients-p4958.asp,Patients - Periodontist Tigard OR - Lowen Perio,2,service-detail,capture/html/www.lowenperio.com_p_Periodontist-Tigard-OR-Patients-p4958.asp.html
https://www.lowenperio.com/p/Periodontist-Tigard-OR-Peri-Implantitis-p36756.asp,https://www.lowenperio.com/p/Periodontist-Tigard-OR-Peri-Implantitis-p36756.asp,200,https://lowenperio.com/p/Periodontist-Tigard-OR-Peri-Implantitis-p36756.asp,Peri-Implantitis - Periodontist Tigard OR - Lowen Perio,2,service-detail,capture/html/www.lowenperio.com_p_Periodontist-Tigard-OR-Peri-Implantitis-p36756.asp.html
https://www.lowenperio.com/p/Periodontist-Tigard-OR-Perio-Protect-reg-p36755.asp,https://www.lowenperio.com/p/Periodontist-Tigard-OR-Perio-Protect-reg-p36755.asp,200,https://lowenperio.com/p/Periodontist-Tigard-OR-Perio-Protect-reg-p36755.asp,Perio Protect® - Periodontist Tigard OR - Lowen Perio,2,service-detail,capture/html/www.lowenperio.com_p_Periodontist-Tigard-OR-Perio-Protect-reg-p36755.asp.html
https://www.lowenperio.com/p/Periodontist-Tigard-OR-Periodontal-Disease-Management-p65541.asp,https://www.lowenperio.com/p/Periodontist-Tigard-OR-Periodontal-Disease-Management-p65541.asp,200,https://lowenperio.com/p/Periodontist-Tigard-OR-Periodontal-Disease-Management-p65541.asp,Periodontal Disease Management - Periodontist Tigard OR - Lowen Perio,2,service-detail,capture/html/www.lowenperio.com_p_Periodontist-Tigard-OR-Periodontal-Disease-Management-p65541.asp.html
https://www.lowenperio.com/p/Periodontist-Tigard-OR-Periodontal-Disease-p2299.asp,https://www.lowenperio.com/p/Periodontist-Tigard-OR-Periodontal-Disease-p2299.asp,200,https://lowenperio.com/p/Periodontist-Tigard-OR-Periodontal-Disease-p2299.asp,Periodontal Disease - Periodontist Tigard OR - Lowen Perio,2,service-detail,capture/html/www.lowenperio.com_p_Periodontist-Tigard-OR-Periodontal-Disease-p2299.asp.html
https://www.lowenperio.com/p/Periodontist-Tigard-OR-Periodontal-Disease-p4949.asp,https://www.lowenperio.com/p/Periodontist-Tigard-OR-Periodontal-Disease-p4949.asp,200,https://lowenperio.com/p/Periodontist-Tigard-OR-Periodontal-Disease-p4949.asp,Periodontal Disease - Periodontist Tigard OR - Lowen Perio,2,service-detail,capture/html/www.lowenperio.com_p_Periodontist-Tigard-OR-Periodontal-Disease-p4949.asp.html
